,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
699,574,574_0,Gothita,Gothita,5,0.4,5.8,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25.0,75.0,0,20,Human-Like,,200,58,1059860,Ordinary,,,45,30,50,55,65,45,290,0,0,0,0,1,0
700,575,575_0,Gothorita,Gothorita,5,0.7,18.0,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25.0,75.0,0,20,Human-Like,,100,137,1059860,Ordinary,,,60,45,70,75,85,55,390,0,0,0,0,2,0
701,576,576_0,Gothitelle,Gothitelle,5,1.5,44.0,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25.0,75.0,0,20,Human-Like,,50,245,1059860,Ordinary,,,70,55,95,95,110,65,490,0,0,0,0,3,0
702,577,577_0,Solosis,Solosis,5,0.3,1.0,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50.0,50.0,0,20,Amorphous,,200,58,1059860,Ordinary,,,45,30,40,105,50,20,290,0,0,0,1,0,0
703,578,578_0,Duosion,Duosion,5,0.6,8.0,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50.0,50.0,0,20,Amorphous,,100,130,1059860,Ordinary,,,65,40,50,125,60,30,370,0,0,0,2,0,0
704,579,579_0,Reuniclus,Reuniclus,5,1.0,20.1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50.0,50.0,0,20,Amorphous,,50,245,1059860,Ordinary,,,110,65,75,125,85,30,490,0,0,0,3,0,0
705,580,580_0,Ducklett,Ducklett,5,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,50.0,50.0,0,20,Water1,Flying,190,61,1000000,Ordinary,,,62,44,50,44,50,55,305,1,0,0,0,0,0
706,581,581_0,Swanna,Swanna,5,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,White,50.0,50.0,0,20,Water1,Flying,45,166,1000000,Ordinary,,,75,87,63,87,63,98,473,0,0,0,0,0,2
707,582,582_0,Vanillite,Vanillite,5,0.4,5.7,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50.0,50.0,0,20,Mineral,,255,61,1250000,Ordinary,,,36,50,50,65,60,44,305,0,0,0,1,0,0
708,583,583_0,Vanillish,Vanillish,5,1.1,41.0,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50.0,50.0,0,20,Mineral,,120,138,1250000,Ordinary,,,51,65,65,80,75,59,395,0,0,0,2,0,0
709,584,584_0,Vanilluxe,Vanilluxe,5,1.3,57.5,Ice,,Ice Body,Snow Warning,Weak Armor,White,50.0,50.0,0,20,Mineral,,45,268,1250000,Ordinary,,,71,95,85,110,95,79,535,0,0,0,3,0,0
710,585,585_0,Deerling,Deerling Spring Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,50.0,50.0,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
711,585,585_1,Deerling,Deerling Summer Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Green,50.0,50.0,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
712,585,585_2,Deerling,Deerling Autumn Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Red,50.0,50.0,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
713,585,585_3,Deerling,Deerling Winter Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50.0,50.0,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
714,586,586_0,Sawsbuck,Sawsbuck,5,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50.0,50.0,0,20,Ground,,75,166,1000000,Ordinary,,,80,100,70,60,70,95,475,0,2,0,0,0,0
715,587,587_0,Emolga,Emolga,5,0.4,5.0,Electric,Flying,Static,,Motor Drive,White,50.0,50.0,0,20,Ground,,200,150,1000000,Ordinary,,,55,75,60,75,60,103,428,0,0,0,0,0,2
716,588,588_0,Karrablast,Karrablast,5,0.5,5.9,Bug,,Swarm,Shed Skin,No Guard,Blue,50.0,50.0,0,15,Bug,,200,63,1000000,Ordinary,,,50,75,45,40,45,60,315,0,1,0,0,0,0
717,589,589_0,Escavalier,Escavalier,5,1.0,33.0,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,50.0,50.0,0,15,Bug,,75,173,1000000,Ordinary,,,70,135,105,60,105,20,495,0,2,0,0,0,0
718,590,590_0,Foongus,Foongus,5,0.2,1.0,Grass,Poison,Effect Spore,,Regenerator,White,50.0,50.0,0,20,Grass,,190,59,1000000,Ordinary,,,69,55,45,55,55,15,294,1,0,0,0,0,0
719,591,591_0,Amoonguss,Amoonguss,5,0.6,10.5,Grass,Poison,Effect Spore,,Regenerator,White,50.0,50.0,0,20,Grass,,75,162,1000000,Ordinary,,,114,85,70,85,80,30,464,2,0,0,0,0,0
720,592,592_0,Frillish,Frillish,5,1.2,33.0,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50.0,50.0,0,20,Amorphous,,190,67,1000000,Ordinary,,,55,40,50,65,85,40,335,0,0,0,0,1,0
721,593,593_0,Jellicent,Jellicent,5,2.2,135.0,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50.0,50.0,0,20,Amorphous,,60,168,1000000,Ordinary,,,100,60,70,85,105,60,480,0,0,0,0,2,0
722,594,594_0,Alomomola,Alomomola,5,1.2,31.6,Water,,Healer,Hydration,Regenerator,Pink,50.0,50.0,0,40,Water1,Water2,75,165,800000,Ordinary,,,165,75,80,40,45,65,470,2,0,0,0,0,0
723,595,595_0,Joltik,Joltik,5,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50.0,50.0,0,20,Bug,,190,64,1000000,Ordinary,,,50,47,50,57,50,65,319,0,0,0,0,0,1
724,596,596_0,Galvantula,Galvantula,5,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50.0,50.0,0,20,Bug,,75,165,1000000,Ordinary,,,70,77,60,97,60,108,472,0,0,0,0,0,2
725,597,597_0,Ferroseed,Ferroseed,5,0.6,18.8,Grass,Steel,Iron Barbs,,,Gray,50.0,50.0,0,20,Grass,Mineral,255,61,1000000,Ordinary,,,44,50,91,24,86,10,305,0,0,1,0,0,0
726,598,598_0,Ferrothorn,Ferrothorn,5,1.0,110.0,Grass,Steel,Iron Barbs,,Anticipation,Gray,50.0,50.0,0,20,Grass,Mineral,90,171,1000000,Ordinary,,,74,94,131,54,116,20,489,0,0,2,0,0,0
727,599,599_0,Klink,Klink,5,0.3,21.0,Steel,,Plus,Minus,Clear Body,Gray,0.0,0.0,100,20,Mineral,,130,60,1059860,Ordinary,,,40,55,70,45,60,30,300,0,0,1,0,0,0
728,600,600_0,Klang,Klang,5,0.6,51.0,Steel,,Plus,Minus,Clear Body,Gray,0.0,0.0,100,20,Mineral,,60,154,1059860,Ordinary,,,60,80,95,70,85,50,440,0,0,2,0,0,0
729,601,601_0,Klinklang,Klinklang,5,0.6,81.0,Steel,,Plus,Minus,Clear Body,Gray,0.0,0.0,100,20,Mineral,,30,260,1059860,Ordinary,,,60,100,115,70,85,90,520,0,0,3,0,0,0
730,602,602_0,Tynamo,Tynamo,5,0.2,0.3,Electric,,Levitate,,,White,50.0,50.0,0,20,Amorphous,,190,55,1250000,Ordinary,,,35,55,40,45,40,60,275,0,0,0,0,0,1
731,603,603_0,Eelektrik,Eelektrik,5,1.2,22.0,Electric,,Levitate,,,Blue,50.0,50.0,0,20,Amorphous,,60,142,1250000,Ordinary,,,65,85,70,75,70,40,405,0,2,0,0,0,0
732,604,604_0,Eelektross,Eelektross,5,2.1,80.5,Electric,,Levitate,,,Blue,50.0,50.0,0,20,Amorphous,,30,258,1250000,Ordinary,,,85,115,80,105,80,50,515,0,3,0,0,0,0
733,605,605_0,Elgyem,Elgyem,5,0.5,9.0,Psychic,,Telepathy,Synchronize,Analytic,Blue,50.0,50.0,0,20,Human-Like,,255,67,1000000,Ordinary,,,55,55,55,85,55,30,335,0,0,0,1,0,0
734,606,606_0,Beheeyem,Beheeyem,5,1.0,34.5,Psychic,,Telepathy,Synchronize,Analytic,Brown,50.0,50.0,0,20,Human-Like,,90,170,1000000,Ordinary,,,75,75,75,125,95,40,485,0,0,0,2,0,0
735,607,607_0,Litwick,Litwick,5,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,50.0,50.0,0,20,Amorphous,,190,55,1059860,Ordinary,,,50,30,55,65,55,20,275,0,0,0,1,0,0
736,608,608_0,Lampent,Lampent,5,0.6,13.0,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50.0,50.0,0,20,Amorphous,,90,130,1059860,Ordinary,,,60,40,60,95,60,55,370,0,0,0,2,0,0
737,609,609_0,Chandelure,Chandelure,5,1.0,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50.0,50.0,0,20,Amorphous,,45,260,1059860,Ordinary,,,60,55,90,145,90,80,520,0,0,0,3,0,0
738,610,610_0,Axew,Axew,5,0.6,18.0,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50.0,50.0,0,40,Monster,Dragon,75,64,1250000,Ordinary,,,46,87,60,30,40,57,320,0,1,0,0,0,0
739,611,611_0,Fraxure,Fraxure,5,1.0,36.0,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50.0,50.0,0,40,Monster,Dragon,60,144,1250000,Ordinary,,,66,117,70,40,50,67,410,0,2,0,0,0,0
740,612,612_0,Haxorus,Haxorus,5,1.8,105.5,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,50.0,50.0,0,40,Monster,Dragon,45,270,1250000,Ordinary,,,76,147,90,60,70,97,540,0,3,0,0,0,0
741,613,613_0,Cubchoo,Cubchoo,5,0.5,8.5,Ice,,Snow Cloak,Slush Rush,Rattled,White,50.0,50.0,0,20,Ground,,120,61,1000000,Ordinary,,,55,70,40,60,40,40,305,0,1,0,0,0,0
742,614,614_0,Beartic,Beartic,5,2.6,260.0,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,50.0,50.0,0,20,Ground,,60,177,1000000,Ordinary,,,95,130,80,70,80,50,505,0,2,0,0,0,0
743,615,615_0,Cryogonal,Cryogonal,5,1.1,148.0,Ice,,Levitate,,,Blue,0.0,0.0,100,25,Mineral,,25,180,1000000,Ordinary,,,80,50,50,95,135,105,515,0,0,0,0,2,0
744,616,616_0,Shelmet,Shelmet,5,0.4,7.7,Bug,,Hydration,Shell Armor,Overcoat,Red,50.0,50.0,0,15,Bug,,200,61,1000000,Ordinary,,,50,40,85,40,65,25,305,0,0,1,0,0,0
745,617,617_0,Accelgor,Accelgor,5,0.8,25.3,Bug,,Hydration,Sticky Hold,Unburden,Red,50.0,50.0,0,15,Bug,,75,173,1000000,Ordinary,,,80,70,40,100,60,145,495,0,0,0,0,0,2
746,618,618_0,Stunfisk,Stunfisk,5,0.7,11.0,Ground,Electric,Static,Limber,Sand Veil,Brown,50.0,50.0,0,20,Water1,Amorphous,75,165,1000000,Ordinary,,,109,66,84,81,99,32,471,2,0,0,0,0,0
747,618,618_1,Stunfisk,Galarian Stunfisk,8,0.7,20.5,Ground,Steel,Mimicry,,,Green,50.0,50.0,0,20,Water1,Amorphous,75,165,1000000,Ordinary,,Galarian,109,81,99,66,84,32,471,2,0,0,0,0,0
748,619,619_0,Mienfoo,Mienfoo,5,0.9,20.0,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,50.0,50.0,0,25,Ground,Human-Like,180,70,1059860,Ordinary,,,45,85,50,55,50,65,350,0,1,0,0,0,0
749,620,620_0,Mienshao,Mienshao,5,1.4,35.5,Fighting,,Inner Focus,Regenerator,Reckless,Purple,50.0,50.0,0,25,Ground,Human-Like,45,179,1059860,Ordinary,,,65,125,60,95,60,105,510,0,2,0,0,0,0
750,621,621_0,Druddigon,Druddigon,5,1.6,139.0,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,50.0,50.0,0,30,Dragon,Monster,45,170,1000000,Ordinary,,,77,120,90,60,90,48,485,0,2,0,0,0,0
751,622,622_0,Golett,Golett,5,1.0,92.0,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0.0,0.0,100,25,Mineral,,190,61,1000000,Ordinary,,,59,74,50,35,50,35,303,0,1,0,0,0,0
752,623,623_0,Golurk,Golurk,5,2.8,330.0,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0.0,0.0,100,25,Mineral,,90,169,1000000,Ordinary,,,89,124,80,55,80,55,483,0,2,0,0,0,0
753,624,624_0,Pawniard,Pawniard,5,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50.0,50.0,0,20,Human-Like,,120,68,1000000,Ordinary,,,45,85,70,40,40,60,340,0,1,0,0,0,0
754,625,625_0,Bisharp,Bisharp,5,1.6,70.0,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50.0,50.0,0,20,Human-Like,,45,172,1000000,Ordinary,,,65,125,100,60,70,70,490,0,2,0,0,0,0
755,626,626_0,Bouffalant,Bouffalant,5,1.6,94.6,Normal,,Reckless,Sap Sipper,Soundproof,Brown,50.0,50.0,0,20,Ground,,45,172,1000000,Ordinary,,,95,110,95,40,95,55,490,0,2,0,0,0,0
756,627,627_0,Rufflet,Rufflet,5,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,100.0,0.0,0,20,Flying,,190,70,1250000,Ordinary,,,70,83,50,37,50,60,350,0,1,0,0,0,0
757,628,628_0,Braviary,Braviary,5,1.5,41.0,Normal,Flying,Keen Eye,Sheer Force,Defiant,Red,100.0,0.0,0,20,Flying,,60,179,1250000,Ordinary,,,100,123,75,57,75,80,510,0,2,0,0,0,0
758,628,628_1,Braviary,Hisuian Braviary,8,1.7,43.4,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,Red,100.0,0.0,0,20,Flying,,60,179,1250000,Ordinary,,Hisuian,110,83,70,112,70,65,510,0,0,0,2,0,0
759,629,629_0,Vullaby,Vullaby,5,0.5,9.0,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0.0,100.0,0,20,Flying,,190,74,1250000,Ordinary,,,70,55,75,45,65,60,370,0,0,1,0,0,0
760,630,630_0,Mandibuzz,Mandibuzz,5,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0.0,100.0,0,20,Flying,,60,179,1250000,Ordinary,,,110,65,105,55,95,80,510,0,0,0,2,0,0
761,631,631_0,Heatmor,Heatmor,5,1.4,58.0,Fire,,Gluttony,Flash Fire,White Smoke,Red,50.0,50.0,0,20,Ground,,90,169,1000000,Ordinary,,,85,97,66,105,66,65,484,0,0,0,2,0,0
762,632,632_0,Durant,Durant,5,0.3,33.0,Bug,Steel,Swarm,Hustle,Truant,Gray,50.0,50.0,0,20,Bug,,90,169,1000000,Ordinary,,,58,109,112,48,48,109,484,0,0,2,0,0,0
763,633,633_0,Deino,Deino,5,0.8,17.3,Dark,Dragon,Hustle,,,Blue,50.0,50.0,0,40,Dragon,,45,60,1250000,Ordinary,,,52,65,50,45,50,38,300,0,1,0,0,0,0
764,634,634_0,Zweilous,Zweilous,5,1.4,50.0,Dark,Dragon,Hustle,,,Blue,50.0,50.0,0,40,Dragon,,45,147,1250000,Ordinary,,,72,85,70,65,70,58,420,0,2,0,0,0,0
765,635,635_0,Hydreigon,Hydreigon,5,1.8,160.0,Dark,Dragon,Levitate,,,Blue,50.0,50.0,0,40,Dragon,,45,300,1250000,Ordinary,,,92,105,90,125,90,98,600,0,0,0,3,0,0
766,636,636_0,Larvesta,Larvesta,5,1.1,28.8,Bug,Fire,Flame Body,,Swarm,White,50.0,50.0,0,40,Bug,,45,72,1250000,Ordinary,,,55,85,55,50,55,60,360,0,1,0,0,0,0
767,637,637_0,Volcarona,Volcarona,5,1.6,46.0,Bug,Fire,Flame Body,,Swarm,White,50.0,50.0,0,40,Bug,,15,275,1250000,Ordinary,,,85,60,65,135,105,100,550,0,0,0,3,0,0
768,638,638_0,Cobalion,Cobalion,5,2.1,250.0,Steel,Fighting,Justified,,,Blue,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,90,129,90,72,108,580,0,0,3,0,0,0
769,639,639_0,Terrakion,Terrakion,5,1.9,260.0,Rock,Fighting,Justified,,,Gray,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,129,90,72,90,108,580,0,3,0,0,0,0
770,640,640_0,Virizion,Virizion,5,2.0,200.0,Grass,Fighting,Justified,,,Green,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,,,91,90,72,90,129,108,580,0,0,0,0,3,0
771,641,641_0,Tornadus,Tornadus Incarnate Form,5,1.5,63.0,Flying,,Prankster,,Defiant,Green,100.0,0.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,115,70,125,80,111,580,0,3,0,0,0,0
772,641,641_1,Tornadus,Tornadus Therian Form,5,1.4,63.0,Flying,,Regenerator,,,Green,100.0,0.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,100,80,110,90,121,580,0,0,0,0,0,3
773,642,642_0,Thundurus,Thundurus Incarnate Form,5,1.5,61.0,Electric,Flying,Prankster,,Defiant,Blue,100.0,0.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,115,70,125,80,111,580,0,3,0,0,0,0
774,642,642_1,Thundurus,Thundurus Therian Form,5,3.0,61.0,Electric,Flying,Volt Absorb,,,Blue,100.0,0.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,79,105,70,145,80,101,580,0,0,0,3,0,0
775,643,643_0,Reshiram,Reshiram,5,3.2,330.0,Dragon,Fire,Turboblaze,,,White,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,120,100,150,120,90,680,0,0,0,3,0,0
776,644,644_0,Zekrom,Zekrom,5,2.9,345.0,Dragon,Electric,Teravolt,,,Black,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,150,120,120,100,90,680,0,3,0,0,0,0
777,645,645_0,Landorus,Landorus Incarnate Form,5,1.5,68.0,Ground,Flying,Sand Force,,Sheer Force,Brown,100.0,0.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,89,125,90,115,80,101,600,0,0,0,3,0,0
778,645,645_1,Landorus,Landorus Therian Form,5,1.3,68.0,Ground,Flying,Intimidate,,,Brown,100.0,0.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,,,89,145,90,105,80,91,600,0,3,0,0,0,0
779,646,646_0,Kyurem,Kyurem,5,3.0,325.0,Dragon,Ice,Pressure,,,Gray,0.0,0.0,100,120,Undiscovered,,3,330,1250000,Legendary,,,125,130,90,130,90,95,660,1,1,0,1,0,0
780,646,646_1,Kyurem,White Kyurem,5,3.6,325.0,Dragon,Ice,Turboblaze,,,Gray,0.0,0.0,100,120,Undiscovered,,3,350,1250000,Legendary,,,125,120,90,170,100,95,700,0,0,0,3,0,0
781,646,646_2,Kyurem,Black Kyurem,5,3.3,325.0,Dragon,Ice,Teravolt,,,Gray,0.0,0.0,100,120,Undiscovered,,3,350,1250000,Legendary,,,125,170,100,120,90,95,700,0,3,0,0,0,0
782,647,647_0,Keldeo,Keldeo Ordinary Form,5,1.4,48.5,Water,Fighting,Justified,,,Yellow,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Mythical,,,91,72,90,129,90,108,580,0,0,0,3,0,0
783,647,647_1,Keldeo,Keldeo Resolute Form,5,1.4,48.5,Water,Fighting,Justified,,,Yellow,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Mythical,,,91,72,90,129,90,108,580,0,0,0,3,0,0
784,648,648_0,Meloetta,Meloetta Aria Form,5,0.6,6.5,Normal,Psychic,Serene Grace,,,White,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,77,77,128,128,90,600,0,0,0,1,1,1
785,648,648_1,Meloetta,Meloetta Pirouette Form,5,0.6,6.5,Normal,Fighting,Serene Grace,,,White,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,100,128,90,77,77,128,600,0,1,1,0,0,1
786,649,649_0,Genesect,Genesect,5,1.5,82.5,Bug,Steel,Download,,,Purple,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,71,120,95,120,95,99,600,0,1,0,1,0,1
787,650,650_0,Chespin,Chespin,6,0.4,9.0,Grass,,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,63,1059860,Ordinary,,,56,61,65,48,45,38,313,0,0,1,0,0,0
788,651,651_0,Quilladin,Quilladin,6,0.7,29.0,Grass,,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,,,61,78,95,56,58,57,405,0,0,2,0,0,0
789,652,652_0,Chesnaught,Chesnaught,6,1.6,90.0,Grass,Fighting,Overgrow,,Bulletproof,Green,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,,,88,107,122,74,75,64,530,0,0,3,0,0,0
790,653,653_0,Fennekin,Fennekin,6,0.4,9.4,Fire,,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,61,1059860,Ordinary,,,40,45,40,62,60,60,307,0,0,0,1,0,0
791,654,654_0,Braixen,Braixen,6,1.0,14.5,Fire,,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,143,1059860,Ordinary,,,59,59,58,90,70,73,409,0,0,0,2,0,0
792,655,655_0,Delphox,Delphox,6,1.5,39.0,Fire,Psychic,Blaze,,Magician,Red,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,,,75,69,72,114,100,104,534,0,0,0,3,0,0
793,656,656_0,Froakie,Froakie,6,0.3,7.0,Water,,Torrent,,Protean,Blue,87.5,12.5,0,20,Water1,,45,63,1059860,Ordinary,,,41,56,40,62,44,71,314,0,0,0,0,0,1
794,657,657_0,Frogadier,Frogadier,6,0.6,10.9,Water,,Torrent,,Protean,Blue,87.5,12.5,0,20,Water1,,45,142,1059860,Ordinary,,,54,63,52,83,56,97,405,0,0,0,0,0,2
795,658,658_0,Greninja,Greninja,6,1.5,40.0,Water,Dark,Torrent,,Protean,Blue,100.0,0.0,0,20,Water1,,45,265,1059860,Ordinary,,,72,95,67,103,71,122,530,0,0,0,0,0,3
796,658,658_1,Greninja,Ash Greninja,6,1.5,40.0,Water,Dark,Battle Bond,,,Blue,100.0,0.0,0,20,Undiscovered,,45,288,1059860,Ordinary,,,72,145,67,153,71,132,640,0,0,0,0,0,3
797,659,659_0,Bunnelby,Bunnelby,6,0.4,5.0,Normal,,Pickup,Cheek Pouch,Huge Power,Brown,50.0,50.0,0,15,Ground,,255,47,1000000,Ordinary,,,38,36,38,32,36,57,237,0,0,0,0,0,1
798,660,660_0,Diggersby,Diggersby,6,1.0,42.4,Normal,Ground,Pickup,Cheek Pouch,Huge Power,Brown,50.0,50.0,0,15,Ground,,127,148,1000000,Ordinary,,,85,56,77,50,77,78,423,2,0,0,0,0,0
799,661,661_0,Fletchling,Fletchling,6,0.3,1.7,Normal,Flying,Big Pecks,,Gale Wings,Red,50.0,50.0,0,15,Flying,,255,56,1059860,Ordinary,,,45,50,43,40,38,62,278,0,0,0,0,0,1
800,662,662_0,Fletchinder,Fletchinder,6,0.7,16.0,Fire,Flying,Flame Body,,Gale Wings,Red,50.0,50.0,0,15,Flying,,120,134,1059860,Ordinary,,,62,73,55,56,52,84,382,0,0,0,0,0,2
801,663,663_0,Talonflame,Talonflame,6,1.2,24.5,Fire,Flying,Flame Body,,Gale Wings,Red,50.0,50.0,0,15,Flying,,45,175,1059860,Ordinary,,,78,81,71,74,69,126,499,0,0,0,0,0,3
802,664,664_0,Scatterbug,Scatterbug,6,0.3,2.5,Bug,,Shield Dust,Compound Eyes,Friend Guard,Black,50.0,50.0,0,15,Bug,,255,40,1000000,Ordinary,,,38,35,40,27,25,35,200,0,0,1,0,0,0
803,665,665_0,Spewpa,Spewpa,6,0.3,8.4,Bug,,Shed Skin,,Friend Guard,Black,50.0,50.0,0,15,Bug,,120,75,1000000,Ordinary,,,45,22,60,27,30,29,213,0,0,2,0,0,0
804,666,666_0,Vivillon,Vivillon,6,1.2,17.0,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,White,50.0,50.0,0,15,Bug,,45,206,1000000,Ordinary,,,80,52,50,90,50,89,411,1,0,0,1,0,1
805,667,667_0,Litleo,Litleo,6,0.6,13.5,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,12.5,87.5,0,20,Ground,,220,74,1059860,Ordinary,,,62,50,58,73,54,72,369,0,0,0,1,0,0
806,668,668_0,Pyroar,Pyroar,6,1.5,81.5,Fire,Normal,Rivalry,Unnerve,Moxie,Brown,12.5,87.5,0,20,Ground,,65,177,1059860,Ordinary,,,86,68,72,109,66,106,507,0,0,0,2,0,0
807,669,669_0,Flabebe,Flabebe,6,0.1,0.1,Fairy,,Flower Veil,,Symbiosis,White,0.0,100.0,0,20,Fairy,,225,61,1000000,Ordinary,,,44,38,39,61,79,42,303,0,0,0,0,1,0
808,670,670_0,Floette,Floette,6,0.2,0.9,Fairy,,Flower Veil,,Symbiosis,White,0.0,100.0,0,20,Fairy,,120,130,1000000,Ordinary,,,54,45,47,75,98,52,371,0,0,0,0,2,0
809,671,671_0,Florges,Florges,6,1.1,10.0,Fairy,,Flower Veil,,Symbiosis,White,0.0,100.0,0,20,Fairy,,45,276,1000000,Ordinary,,,78,65,68,112,154,75,552,0,0,0,0,3,0
810,672,672_0,Skiddo,Skiddo,6,0.9,31.0,Grass,,Sap Sipper,,Grass Pelt,Brown,50.0,50.0,0,20,Ground,,200,70,1000000,Ordinary,,,66,65,48,62,57,52,350,1,0,0,0,0,0
811,673,673_0,Gogoat,Gogoat,6,1.7,91.0,Grass,,Sap Sipper,,Grass Pelt,Brown,50.0,50.0,0,20,Ground,,45,186,1000000,Ordinary,,,123,100,62,97,81,68,531,2,0,0,0,0,0
812,674,674_0,Pancham,Pancham,6,0.6,8.0,Fighting,,Iron Fist,Mold Breaker,Scrappy,White,50.0,50.0,0,25,Ground,Human-Like,220,70,1000000,Ordinary,,,67,82,62,46,48,43,348,0,1,0,0,0,0
813,675,675_0,Pangoro,Pangoro,6,2.1,136.0,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,White,50.0,50.0,0,25,Ground,Human-Like,65,173,1000000,Ordinary,,,95,124,78,69,71,58,495,0,2,0,0,0,0
814,676,676_0,Furfrou,Furfrou,6,1.2,28.0,Normal,,Fur Coat,,,White,50.0,50.0,0,20,Ground,,160,165,1000000,Ordinary,,,75,80,60,65,90,102,472,0,0,0,0,0,1
815,677,677_0,Espurr,Espurr,6,0.3,3.5,Psychic,,Keen Eye,Infiltrator,Own Tempo,Gray,50.0,50.0,0,20,Ground,,190,71,1000000,Ordinary,,,62,48,54,63,60,68,355,0,0,0,0,0,1
816,678,678_0,Meowstic,Meowstic Male,6,0.6,8.5,Psychic,,Keen Eye,Infiltrator,Prankster,Blue,100.0,0.0,0,20,Ground,,75,163,1000000,Ordinary,,,74,48,76,83,81,104,466,0,0,0,0,0,2
