,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Egg_Group1,Egg_Group2,Category,Region_Form,is_mega
1155,967,967_0,Cyclizar,Cyclizar,9,1.6,63.0,Dragon,Normal,Shed Skin,,Regenerator,Green,Ground,,Ordinary,,False
1156,968,968_0,Orthworm,Orthworm,9,2.5,310.0,Steel,,Earth Eater,,Sand Veil,Pink,Ground,,Ordinary,,False
1157,969,969_0,Glimmet,Glimmet,9,0.7,8.0,Rock,Poison,Toxic Debris,,Corrosion,Blue,Mineral,,Ordinary,,False
1158,970,970_0,Glimmora,Glimmora,9,1.5,45.0,Rock,Poison,Toxic Debris,,Corrosion,Blue,Mineral,,Ordinary,,False
1159,971,971_0,Greavard,Greavard,9,0.6,35.0,Ghost,,Pickup,,Fluffy,White,Ground,,Ordinary,,False
1160,972,972_0,Houndstone,Houndstone,9,2.0,15.0,Ghost,,Sand Rush,,Fluffy,White,Ground,,Ordinary,,False
1161,973,973_0,Flamigo,Flamigo,9,1.6,37.0,Flying,Fighting,Scrappy,Tangled Feet,Costar,Pink,Flying,,Ordinary,,False
1162,974,974_0,Cetoddle,Cetoddle,9,1.2,45.0,Ice,,Thick Fat,Snow Cloak,Sheer Force,White,Ground,,Ordinary,,False
1163,975,975_0,Cetitan,Cetitan,9,4.5,700.0,Ice,,Thick Fat,Slush Rush,Sheer Force,White,Ground,,Ordinary,,False
1164,976,976_0,Veluza,Veluza,9,2.5,90.0,Water,Psychic,Mold Breaker,,Sharpness,Gray,Water2,,Ordinary,,False
1165,977,977_0,Dondozo,Dondozo,9,12.0,220.0,Water,,Unaware,Oblivious,Water Veil,Blue,Water2,,Ordinary,,False
1166,978,978_0,Tatsugiri,Tatsugiri Curly Form,9,0.3,8.0,Dragon,Water,Commander,,Storm Drain,Pink,Water2,,Ordinary,,False
1167,978,978_1,Tatsugiri,Tatsugiri Droopy Form,9,0.3,8.0,Dragon,Water,Commander,,Storm Drain,Red,Water2,,Ordinary,,False
1168,978,978_2,Tatsugiri,Tatsugiri Stretchy Form,9,0.3,8.0,Dragon,Water,Commander,,Storm Drain,Yellow,Water2,,Ordinary,,False
1169,979,979_0,Annihilape,Annihilape,9,1.2,56.0,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,Gray,Ground,,Ordinary,,False
1170,980,980_0,Clodsire,Clodsire,9,1.8,223.0,Poison,Ground,Poison Point,Water Absorb,Unaware,Brown,Water1,Ground,Ordinary,,False
1171,981,981_0,Farigiraf,Farigiraf,9,3.2,160.0,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,Brown,Ground,,Ordinary,,False
1172,982,982_0,Dudunsparce,Dudunsparce Two-Segment Form,9,3.6,39.2,Normal,,Serene Grace,Run Away,Rattled,Yellow,Ground,,Ordinary,,False
1173,982,982_1,Dudunsparce,Dudunsparce Three-Segment Form,9,4.5,47.4,Normal,,Serene Grace,Run Away,Rattled,Yellow,Ground,,Ordinary,,False
1174,983,983_0,Kingambit,Kingambit,9,2.0,120.0,Dark,Steel,Defiant,Supreme Overlord,Pressure,Black,Human-Like,,Ordinary,,False
1175,984,984_0,Great Tusk,Great Tusk,9,2.2,320.0,Ground,Fighting,Protosynthesis,,,Purple,Undiscovered,,Semi-Legendary,,False
1176,985,985_0,Scream Tail,Scream Tail,9,1.2,8.0,Fairy,Psychic,Protosynthesis,,,Pink,Undiscovered,,Semi-Legendary,,False
1177,986,986_0,Brute Bonnet,Brute Bonnet,9,1.2,21.0,Grass,Dark,Protosynthesis,,,Gray,Undiscovered,,Semi-Legendary,,False
1178,987,987_0,Flutter Mane,Flutter Mane,9,1.4,4.0,Ghost,Fairy,Protosynthesis,,,Gray,Undiscovered,,Semi-Legendary,,False
1179,988,988_0,Slither Wing,Slither Wing,9,3.2,92.0,Bug,Fighting,Protosynthesis,,,Red,Undiscovered,,Semi-Legendary,,False
1180,989,989_0,Sandy Shocks,Sandy Shocks,9,2.3,60.0,Electric,Ground,Protosynthesis,,,Gray,Undiscovered,,Semi-Legendary,,False
1181,990,990_0,Iron Treads,Iron Treads,9,0.9,240.0,Ground,Steel,Quark Drive,,,Gray,Undiscovered,,Semi-Legendary,,False
1182,991,991_0,Iron Bundle,Iron Bundle,9,0.6,11.0,Ice,Water,Quark Drive,,,Red,Undiscovered,,Semi-Legendary,,False
1183,992,992_0,Iron Hands,Iron Hands,9,1.8,380.7,Fighting,Electric,Quark Drive,,,Gray,Undiscovered,,Semi-Legendary,,False
1184,993,993_0,Iron Jugulis,Iron Jugulis,9,1.3,111.0,Dark,Flying,Quark Drive,,,Blue,Undiscovered,,Semi-Legendary,,False
1185,994,994_0,Iron Moth,Iron Moth,9,1.2,36.0,Fire,Poison,Quark Drive,,,Yellow,Undiscovered,,Semi-Legendary,,False
1186,995,995_0,Iron Thorns,Iron Thorns,9,1.6,303.0,Rock,Electric,Quark Drive,,,Green,Undiscovered,,Semi-Legendary,,False
1187,996,996_0,Frigibax,Frigibax,9,0.5,17.0,Dragon,Ice,Thermal Exchange,,Ice Body,Gray,Dragon,Mineral,Ordinary,,False
1188,997,997_0,Arctibax,Arctibax,9,0.8,30.0,Dragon,Ice,Thermal Exchange,,Ice Body,Gray,Dragon,Mineral,Ordinary,,False
1189,998,998_0,Baxcalibur,Baxcalibur,9,2.1,210.0,Dragon,Ice,Thermal Exchange,,Ice Body,Gray,Dragon,Mineral,Ordinary,,False
1190,999,999_0,Gimmighoul,Gimmighoul Chest Form,9,0.3,5.0,Ghost,,Rattled,,,Brown,Undiscovered,,Ordinary,,False
1191,999,999_1,Gimmighoul,Gimmighoul Roaming Form,9,0.1,0.1,Ghost,,Run Away,,,Blue,Undiscovered,,Ordinary,,False
1192,1000,1000_0,Gholdengo,Gholdengo,9,1.2,30.0,Steel,Ghost,Good as Gold,,,Yellow,Undiscovered,,Ordinary,,False
1193,1001,1001_0,Wo-Chien,Wo-Chien,9,1.5,74.2,Dark,Grass,Tablets of Ruin,,,Brown,Undiscovered,,Semi-Legendary,,False
1194,1002,1002_0,Chien-Pao,Chien-Pao,9,1.9,152.2,Dark,Ice,Sword of Ruin,,,White,Undiscovered,,Semi-Legendary,,False
1195,1003,1003_0,Ting-Lu,Ting-Lu,9,2.7,699.7,Dark,Ground,Vessel of Ruin,,,Brown,Undiscovered,,Semi-Legendary,,False
1196,1004,1004_0,Chi-Yu,Chi-Yu,9,0.4,4.9,Dark,Fire,Beads of Ruin,,,Red,Undiscovered,,Semi-Legendary,,False
1197,1005,1005_0,Roaring Moon,Roaring Moon,9,2.0,380.0,Dragon,Dark,Protosynthesis,,,Green,Undiscovered,,Semi-Legendary,,False
1198,1006,1006_0,Iron Valiant,Iron Valiant,9,1.4,35.0,Fairy,Fighting,Quark Drive,,,White,Undiscovered,,Semi-Legendary,,False
1199,1007,1007_0,Koraidon,Koraidon,9,2.5,303.0,Fighting,Dragon,Orichalcum Pulse,,,Red,Undiscovered,,Legendary,,False
1200,1008,1008_0,Miraidon,Miraidon,9,3.5,240.0,Electric,Dragon,Hadron Engine,,,Blue,Undiscovered,,Legendary,,False
1201,1009,1009_0,Walking Wake,Walking Wake,9,3.5,280.0,Water,Dragon,Protosynthesis,,,Blue,Undiscovered,,Semi-Legendary,,False
1202,1010,1010_0,Iron Leaves,Iron Leaves,9,1.5,125.0,Grass,Psychic,Quark Drive,,,Green,Undiscovered,,Semi-Legendary,,False
